Date (WET),CCGT (40%),CCGT (45%),CCGT (50%),CCGT (55%),COAL (30%),COAL (35%),COAL (40%)
,GBP/MWh,GBP/MWh,GBP/MWh,GBP/MWh,GBP/MWh,GBP/MWh,GBP/MWh
[18/08/2021 02:00],98.44,87.50,78.75,71.59,32.11,27.52,24.08
[18/08/2021 03:00],98.44,87.50,78.75,71.59,32.11,27.52,24.08
[18/08/2021 04:00],98.44,87.50,78.75,71.59,32.11,27.52,24.08
[18/08/2021 05:00],98.44,87.50,78.75,71.59,32.11,27.52,24.08
[18/08/2021 06:00],98.44,87.50,78.75,71.59,32.11,27.52,24.08
[18/08/2021 07:00],98.44,87.50,78.75,71.59,32.11,27.52,24.08
[18/08/2021 08:00],98.44,87.50,78.75,71.59,32.11,27.52,24.08
[18/08/2021 09:00],98.44,87.50,78.75,71.59,32.11,27.52,24.08
[18/08/2021 10:00],98.44,87.50,78.75,71.59,32.11,27.52,24.08
[18/08/2021 11:00],98.44,87.50,78.75,71.59,32.11,27.52,24.08
[18/08/2021 12:00],98.44,87.50,78.75,71.59,32.11,27.52,24.08
[18/08/2021 13:00],98.44,87.50,78.75,71.59,32.11,27.52,24.08
[18/08/2021 14:00],98.44,87.50,78.75,71.59,32.11,27.52,24.08
[18/08/2021 15:00],98.44,87.50,78.75,71.59,32.11,27.52,24.08
[18/08/2021 16:00],98.44,87.50,78.75,71.59,32.11,27.52,24.08
[18/08/2021 17:00],98.44,87.50,78.75,71.59,32.11,27.52,24.08
[18/08/2021 18:00],98.44,87.50,78.75,71.59,32.11,27.52,24.08
[18/08/2021 19:00],98.44,87.50,78.75,71.59,32.11,27.52,24.08
[18/08/2021 20:00],98.44,87.50,78.75,71.59,32.11,27.52,24.08
[18/08/2021 21:00],98.44,87.50,78.75,71.59,32.11,27.52,24.08
[18/08/2021 22:00],98.44,87.50,78.75,71.59,32.11,27.52,24.08
[18/08/2021 23:00],98.44,87.50,78.75,71.59,32.11,27.52,24.08
[19/08/2021 00:00],98.44,87.50,78.75,71.59,32.11,27.52,24.08
[19/08/2021 01:00],98.44,87.50,78.75,71.59,32.11,27.52,24.08
[19/08/2021 02:00],98.44,87.50,78.75,71.59,32.11,27.52,24.08
[19/08/2021 03:00],98.44,87.50,78.75,71.59,32.11,27.52,24.08
[19/08/2021 04:00],98.44,87.50,78.75,71.59,32.11,27.52,24.08
[19/08/2021 05:00],98.44,87.50,78.75,71.59,32.11,27.52,24.08
[19/08/2021 06:00],98.44,87.50,78.75,71.59,32.11,27.52,24.08
[19/08/2021 07:00],98.44,87.50,78.75,71.59,32.11,27.52,24.08
[19/08/2021 08:00],98.44,87.50,78.75,71.59,32.11,27.52,24.08
[19/08/2021 09:00],98.44,87.50,78.75,71.59,32.11,27.52,24.08
[19/08/2021 10:00],98.44,87.50,78.75,71.59,32.11,27.52,24.08
[19/08/2021 11:00],98.44,87.50,78.75,71.59,32.11,27.52,24.08
[19/08/2021 12:00],98.44,87.50,78.75,71.59,32.11,27.52,24.08
[19/08/2021 13:00],98.44,87.50,78.75,71.59,32.11,27.52,24.08
[19/08/2021 14:00],98.44,87.50,78.75,71.59,32.11,27.52,24.08
[19/08/2021 15:00],98.44,87.50,78.75,71.59,32.11,27.52,24.08
[19/08/2021 16:00],98.44,87.50,78.75,71.59,32.11,27.52,24.08
[19/08/2021 17:00],98.44,87.50,78.75,71.59,32.11,27.52,24.08
[19/08/2021 18:00],98.44,87.50,78.75,71.59,32.11,27.52,24.08
[19/08/2021 19:00],98.44,87.50,78.75,71.59,32.11,27.52,24.08
[19/08/2021 20:00],98.44,87.50,78.75,71.59,32.11,27.52,24.08
[19/08/2021 21:00],98.44,87.50,78.75,71.59,32.11,27.52,24.08
[19/08/2021 22:00],98.44,87.50,78.75,71.59,32.11,27.52,24.08
[19/08/2021 23:00],98.44,87.50,78.75,71.59,32.11,27.52,24.08
[20/08/2021 00:00],84.83,75.41,67.87,61.70,32.56,27.91,24.42
[20/08/2021 01:00],84.83,75.41,67.87,61.70,32.56,27.91,24.42
[20/08/2021 02:00],84.83,75.41,67.87,61.70,32.56,27.91,24.42
[20/08/2021 03:00],84.83,75.41,67.87,61.70,32.56,27.91,24.42
[20/08/2021 04:00],84.83,75.41,67.87,61.70,32.56,27.91,24.42
[20/08/2021 05:00],84.83,75.41,67.87,61.70,32.56,27.91,24.42
[20/08/2021 06:00],84.83,75.41,67.87,61.70,32.56,27.91,24.42
[20/08/2021 07:00],84.83,75.41,67.87,61.70,32.56,27.91,24.42
[20/08/2021 08:00],84.83,75.41,67.87,61.70,32.56,27.91,24.42
[20/08/2021 09:00],84.83,75.41,67.87,61.70,32.56,27.91,24.42
[20/08/2021 10:00],84.83,75.41,67.87,61.70,32.56,27.91,24.42
[20/08/2021 11:00],84.83,75.41,67.87,61.70,32.56,27.91,24.42
[20/08/2021 12:00],84.83,75.41,67.87,61.70,32.56,27.91,24.42
[20/08/2021 13:00],84.83,75.41,67.87,61.70,32.56,27.91,24.42
[20/08/2021 14:00],84.83,75.41,67.87,61.70,32.56,27.91,24.42
[20/08/2021 15:00],84.83,75.41,67.87,61.70,32.56,27.91,24.42
[20/08/2021 16:00],84.83,75.41,67.87,61.70,32.56,27.91,24.42
[20/08/2021 17:00],84.83,75.41,67.87,61.70,32.56,27.91,24.42
[20/08/2021 18:00],84.83,75.41,67.87,61.70,32.56,27.91,24.42
[20/08/2021 19:00],84.83,75.41,67.87,61.70,32.56,27.91,24.42
[20/08/2021 20:00],84.83,75.41,67.87,61.70,32.56,27.91,24.42
[20/08/2021 21:00],84.83,75.41,67.87,61.70,32.56,27.91,24.42
[20/08/2021 22:00],84.83,75.41,67.87,61.70,32.56,27.91,24.42
[20/08/2021 23:00],84.83,75.41,67.87,61.70,32.56,27.91,24.42
[21/08/2021 00:00],88.03,78.25,70.43,64.02,32.56,27.91,24.42
[21/08/2021 01:00],84.62,75.22,67.70,61.54,32.56,27.91,24.42
[21/08/2021 02:00],84.62,75.22,67.70,61.54,32.56,27.91,24.42
[21/08/2021 03:00],84.62,75.22,67.70,61.54,32.56,27.91,24.42
[21/08/2021 04:00],84.62,75.22,67.70,61.54,32.56,27.91,24.42
[21/08/2021 05:00],84.62,75.22,67.70,61.54,32.56,27.91,24.42
[21/08/2021 06:00],84.62,75.22,67.70,61.54,32.56,27.91,24.42
[21/08/2021 07:00],84.62,75.22,67.70,61.54,32.56,27.91,24.42
[21/08/2021 08:00],84.62,75.22,67.70,61.54,32.56,27.91,24.42
[21/08/2021 09:00],84.62,75.22,67.70,61.54,32.56,27.91,24.42
[21/08/2021 10:00],84.62,75.22,67.70,61.54,32.56,27.91,24.42
[21/08/2021 11:00],84.62,75.22,67.70,61.54,32.56,27.91,24.42
[21/08/2021 12:00],84.62,75.22,67.70,61.54,32.56,27.91,24.42
[21/08/2021 13:00],84.62,75.22,67.70,61.54,32.56,27.91,24.42
[21/08/2021 14:00],84.62,75.22,67.70,61.54,32.56,27.91,24.42
[21/08/2021 15:00],84.62,75.22,67.70,61.54,32.56,27.91,24.42
[21/08/2021 16:00],84.62,75.22,67.70,61.54,32.56,27.91,24.42
[21/08/2021 17:00],84.62,75.22,67.70,61.54,32.56,27.91,24.42
[21/08/2021 18:00],84.62,75.22,67.70,61.54,32.56,27.91,24.42
[21/08/2021 19:00],84.62,75.22,67.70,61.54,32.56,27.91,24.42
[21/08/2021 20:00],84.62,75.22,67.70,61.54,32.56,27.91,24.42
[21/08/2021 21:00],84.62,75.22,67.70,61.54,32.56,27.91,24.42
[21/08/2021 22:00],84.62,75.22,67.70,61.54,32.56,27.91,24.42
[21/08/2021 23:00],84.62,75.22,67.70,61.54,32.56,27.91,24.42
[22/08/2021 00:00],84.62,75.22,67.70,61.54,32.56,27.91,24.42
[22/08/2021 01:00],84.62,75.22,67.70,61.54,32.56,27.91,24.42
[22/08/2021 02:00],84.62,75.22,67.70,61.54,32.56,27.91,24.42
[22/08/2021 03:00],84.62,75.22,67.70,61.54,32.56,27.91,24.42
[22/08/2021 04:00],84.62,75.22,67.70,61.54,32.56,27.91,24.42
[22/08/2021 05:00],84.62,75.22,67.70,61.54,32.56,27.91,24.42
[22/08/2021 06:00],84.62,75.22,67.70,61.54,32.56,27.91,24.42
[22/08/2021 07:00],84.62,75.22,67.70,61.54,32.56,27.91,24.42
[22/08/2021 08:00],84.62,75.22,67.70,61.54,32.56,27.91,24.42
[22/08/2021 09:00],84.62,75.22,67.70,61.54,32.56,27.91,24.42
[22/08/2021 10:00],84.62,75.22,67.70,61.54,32.56,27.91,24.42
[22/08/2021 11:00],84.62,75.22,67.70,61.54,32.56,27.91,24.42
[22/08/2021 12:00],84.62,75.22,67.70,61.54,32.56,27.91,24.42
[22/08/2021 13:00],84.62,75.22,67.70,61.54,32.56,27.91,24.42
[22/08/2021 14:00],84.62,75.22,67.70,61.54,32.56,27.91,24.42
[22/08/2021 15:00],84.62,75.22,67.70,61.54,32.56,27.91,24.42
[22/08/2021 16:00],84.62,75.22,67.70,61.54,32.56,27.91,24.42
[22/08/2021 17:00],84.62,75.22,67.70,61.54,32.56,27.91,24.42
[22/08/2021 18:00],84.62,75.22,67.70,61.54,32.56,27.91,24.42
[22/08/2021 19:00],84.62,75.22,67.70,61.54,32.56,27.91,24.42
[22/08/2021 20:00],84.62,75.22,67.70,61.54,32.56,27.91,24.42
[22/08/2021 21:00],84.62,75.22,67.70,61.54,32.56,27.91,24.42
[22/08/2021 22:00],84.62,75.22,67.70,61.54,32.56,27.91,24.42
[22/08/2021 23:00],84.62,75.22,67.70,61.54,32.56,27.91,24.42
[23/08/2021 00:00],88.07,78.29,70.46,64.05,32.56,27.91,24.42
[23/08/2021 01:00],88.07,78.29,70.46,64.05,32.56,27.91,24.42
[23/08/2021 02:00],88.07,78.29,70.46,64.05,32.56,27.91,24.42
[23/08/2021 03:00],88.07,78.29,70.46,64.05,32.56,27.91,24.42
[23/08/2021 04:00],88.07,78.29,70.46,64.05,32.56,27.91,24.42
[23/08/2021 05:00],88.07,78.29,70.46,64.05,32.56,27.91,24.42
[23/08/2021 06:00],88.07,78.29,70.46,64.05,32.56,27.91,24.42
[23/08/2021 07:00],88.07,78.29,70.46,64.05,32.56,27.91,24.42
[23/08/2021 08:00],88.07,78.29,70.46,64.05,32.56,27.91,24.42
[23/08/2021 09:00],88.07,78.29,70.46,64.05,32.56,27.91,24.42
[23/08/2021 10:00],88.07,78.29,70.46,64.05,32.56,27.91,24.42
[23/08/2021 11:00],88.07,78.29,70.46,64.05,32.56,27.91,24.42
[23/08/2021 12:00],88.07,78.29,70.46,64.05,32.56,27.91,24.42
[23/08/2021 13:00],88.07,78.29,70.46,64.05,32.56,27.91,24.42
[23/08/2021 14:00],88.07,78.29,70.46,64.05,32.56,27.91,24.42
[23/08/2021 15:00],88.07,78.29,70.46,64.05,32.56,27.91,24.42
[23/08/2021 16:00],88.07,78.29,70.46,64.05,32.56,27.91,24.42
[23/08/2021 17:00],88.07,78.29,70.46,64.05,32.56,27.91,24.42
[23/08/2021 18:00],88.07,78.29,70.46,64.05,32.56,27.91,24.42
[23/08/2021 19:00],88.07,78.29,70.46,64.05,32.56,27.91,24.42
[23/08/2021 20:00],88.07,78.29,70.46,64.05,32.56,27.91,24.42
[23/08/2021 21:00],88.07,78.29,70.46,64.05,32.56,27.91,24.42
[23/08/2021 22:00],88.07,78.29,70.46,64.05,32.56,27.91,24.42
[23/08/2021 23:00],88.07,78.29,70.46,64.05,32.56,27.91,24.42
[24/08/2021 00:00],90.16,80.15,72.13,65.57,32.56,27.91,24.42
[24/08/2021 01:00],90.16,80.15,72.13,65.57,32.56,27.91,24.42
[24/08/2021 02:00],90.16,80.15,72.13,65.57,32.56,27.91,24.42
[24/08/2021 03:00],90.16,80.15,72.13,65.57,32.56,27.91,24.42
[24/08/2021 04:00],90.16,80.15,72.13,65.57,32.56,27.91,24.42
[24/08/2021 05:00],90.16,80.15,72.13,65.57,32.56,27.91,24.42
[24/08/2021 06:00],90.16,80.15,72.13,65.57,32.56,27.91,24.42
[24/08/2021 07:00],90.16,80.15,72.13,65.57,32.56,27.91,24.42
[24/08/2021 08:00],90.16,80.15,72.13,65.57,32.56,27.91,24.42
[24/08/2021 09:00],90.16,80.15,72.13,65.57,32.56,27.91,24.42
[24/08/2021 10:00],90.16,80.15,72.13,65.57,32.56,27.91,24.42
[24/08/2021 11:00],90.16,80.15,72.13,65.57,32.56,27.91,24.42
[24/08/2021 12:00],90.16,80.15,72.13,65.57,32.56,27.91,24.42
[24/08/2021 13:00],90.16,80.15,72.13,65.57,32.56,27.91,24.42
[24/08/2021 14:00],90.16,80.15,72.13,65.57,32.56,27.91,24.42
[24/08/2021 15:00],90.16,80.15,72.13,65.57,32.56,27.91,24.42
[24/08/2021 16:00],90.16,80.15,72.13,65.57,32.56,27.91,24.42
[24/08/2021 17:00],90.16,80.15,72.13,65.57,32.56,27.91,24.42
[24/08/2021 18:00],90.16,80.15,72.13,65.57,32.56,27.91,24.42
[24/08/2021 19:00],90.16,80.15,72.13,65.57,32.56,27.91,24.42
[24/08/2021 20:00],90.16,80.15,72.13,65.57,32.56,27.91,24.42
[24/08/2021 21:00],90.16,80.15,72.13,65.57,32.56,27.91,24.42
[24/08/2021 22:00],90.16,80.15,72.13,65.57,32.56,27.91,24.42
[24/08/2021 23:00],90.16,80.15,72.13,65.57,32.56,27.91,24.42
[25/08/2021 00:00],94.26,83.79,75.41,68.55,32.56,27.91,24.42
[25/08/2021 01:00],94.26,83.79,75.41,68.55,32.56,27.91,24.42
[25/08/2021 02:00],94.26,83.79,75.41,68.55,32.56,27.91,24.42
[25/08/2021 03:00],94.26,83.79,75.41,68.55,32.56,27.91,24.42
[25/08/2021 04:00],94.26,83.79,75.41,68.55,32.56,27.91,24.42
[25/08/2021 05:00],94.26,83.79,75.41,68.55,32.56,27.91,24.42
[25/08/2021 06:00],94.26,83.79,75.41,68.55,32.56,27.91,24.42
[25/08/2021 07:00],94.26,83.79,75.41,68.55,32.56,27.91,24.42
[25/08/2021 08:00],94.26,83.79,75.41,68.55,32.56,27.91,24.42
[25/08/2021 09:00],94.26,83.79,75.41,68.55,32.56,27.91,24.42
[25/08/2021 10:00],94.26,83.79,75.41,68.55,32.56,27.91,24.42
[25/08/2021 11:00],94.26,83.79,75.41,68.55,32.56,27.91,24.42
[25/08/2021 12:00],94.26,83.79,75.41,68.55,32.56,27.91,24.42
[25/08/2021 13:00],94.26,83.79,75.41,68.55,32.56,27.91,24.42
[25/08/2021 14:00],94.26,83.79,75.41,68.55,32.56,27.91,24.42
[25/08/2021 15:00],94.26,83.79,75.41,68.55,32.56,27.91,24.42
[25/08/2021 16:00],94.26,83.79,75.41,68.55,32.56,27.91,24.42
[25/08/2021 17:00],94.26,83.79,75.41,68.55,32.56,27.91,24.42
[25/08/2021 18:00],94.26,83.79,75.41,68.55,32.56,27.91,24.42
[25/08/2021 19:00],94.26,83.79,75.41,68.55,32.56,27.91,24.42
[25/08/2021 20:00],94.26,83.79,75.41,68.55,32.56,27.91,24.42
[25/08/2021 21:00],94.26,83.79,75.41,68.55,32.56,27.91,24.42
[25/08/2021 22:00],94.26,83.79,75.41,68.55,32.56,27.91,24.42
[25/08/2021 23:00],94.26,83.79,75.41,68.55,32.56,27.91,24.42
[26/08/2021 00:00],95.97,85.30,76.77,69.79,32.56,27.91,24.42
[26/08/2021 01:00],95.97,85.30,76.77,69.79,32.56,27.91,24.42
[26/08/2021 02:00],95.97,85.30,76.77,69.79,32.56,27.91,24.42
[26/08/2021 03:00],95.97,85.30,76.77,69.79,32.56,27.91,24.42
[26/08/2021 04:00],95.97,85.30,76.77,69.79,32.56,27.91,24.42
[26/08/2021 05:00],95.97,85.30,76.77,69.79,32.56,27.91,24.42
[26/08/2021 06:00],95.97,85.30,76.77,69.79,32.56,27.91,24.42
[26/08/2021 07:00],95.97,85.30,76.77,69.79,32.56,27.91,24.42
[26/08/2021 08:00],95.97,85.30,76.77,69.79,32.56,27.91,24.42
[26/08/2021 09:00],95.97,85.30,76.77,69.79,32.56,27.91,24.42
[26/08/2021 10:00],95.97,85.30,76.77,69.79,32.56,27.91,24.42
[26/08/2021 11:00],95.97,85.30,76.77,69.79,32.56,27.91,24.42
[26/08/2021 12:00],95.97,85.30,76.77,69.79,32.56,27.91,24.42
[26/08/2021 13:00],95.97,85.30,76.77,69.79,32.56,27.91,24.42
[26/08/2021 14:00],95.97,85.30,76.77,69.79,32.56,27.91,24.42
[26/08/2021 15:00],95.97,85.30,76.77,69.79,32.56,27.91,24.42
[26/08/2021 16:00],95.97,85.30,76.77,69.79,32.56,27.91,24.42
[26/08/2021 17:00],95.97,85.30,76.77,69.79,32.56,27.91,24.42
[26/08/2021 18:00],95.97,85.30,76.77,69.79,32.56,27.91,24.42
[26/08/2021 19:00],95.97,85.30,76.77,69.79,32.56,27.91,24.42
[26/08/2021 20:00],95.97,85.30,76.77,69.79,32.56,27.91,24.42
[26/08/2021 21:00],95.97,85.30,76.77,69.79,32.56,27.91,24.42
[26/08/2021 22:00],95.97,85.30,76.77,69.79,32.56,27.91,24.42
[26/08/2021 23:00],95.97,85.30,76.77,69.79,32.56,27.91,24.42
[27/08/2021 00:00],97.12,86.33,77.69,70.63,32.56,27.91,24.42
[27/08/2021 01:00],97.12,86.33,77.69,70.63,32.56,27.91,24.42
[27/08/2021 02:00],97.12,86.33,77.69,70.63,32.56,27.91,24.42
[27/08/2021 03:00],97.12,86.33,77.69,70.63,32.56,27.91,24.42
[27/08/2021 04:00],97.12,86.33,77.69,70.63,32.56,27.91,24.42
[27/08/2021 05:00],97.12,86.33,77.69,70.63,32.56,27.91,24.42
[27/08/2021 06:00],97.12,86.33,77.69,70.63,32.56,27.91,24.42
[27/08/2021 07:00],97.12,86.33,77.69,70.63,32.56,27.91,24.42
[27/08/2021 08:00],97.12,86.33,77.69,70.63,32.56,27.91,24.42
[27/08/2021 09:00],97.12,86.33,77.69,70.63,32.56,27.91,24.42
[27/08/2021 10:00],97.12,86.33,77.69,70.63,32.56,27.91,24.42
[27/08/2021 11:00],97.12,86.33,77.69,70.63,32.56,27.91,24.42
[27/08/2021 12:00],97.12,86.33,77.69,70.63,32.56,27.91,24.42
[27/08/2021 13:00],97.12,86.33,77.69,70.63,32.56,27.91,24.42
[27/08/2021 14:00],97.12,86.33,77.69,70.63,32.56,27.91,24.42
[27/08/2021 15:00],97.12,86.33,77.69,70.63,32.56,27.91,24.42
[27/08/2021 16:00],97.12,86.33,77.69,70.63,32.56,27.91,24.42
[27/08/2021 17:00],97.12,86.33,77.69,70.63,32.56,27.91,24.42
[27/08/2021 18:00],97.12,86.33,77.69,70.63,32.56,27.91,24.42
[27/08/2021 19:00],97.12,86.33,77.69,70.63,32.56,27.91,24.42
[27/08/2021 20:00],97.12,86.33,77.69,70.63,32.56,27.91,24.42
[27/08/2021 21:00],97.12,86.33,77.69,70.63,32.56,27.91,24.42
[27/08/2021 22:00],97.12,86.33,77.69,70.63,32.56,27.91,24.42
[27/08/2021 23:00],97.12,86.33,77.69,70.63,32.56,27.91,24.42
[28/08/2021 00:00],99.97,88.87,79.98,72.71,32.56,27.91,24.42
[28/08/2021 01:00],96.61,85.87,77.28,70.26,32.56,27.91,24.42
[28/08/2021 02:00],96.61,85.87,77.28,70.26,32.56,27.91,24.42
[28/08/2021 03:00],96.61,85.87,77.28,70.26,32.56,27.91,24.42
[28/08/2021 04:00],96.61,85.87,77.28,70.26,32.56,27.91,24.42
[28/08/2021 05:00],96.61,85.87,77.28,70.26,32.56,27.91,24.42
[28/08/2021 06:00],96.61,85.87,77.28,70.26,32.56,27.91,24.42
[28/08/2021 07:00],96.61,85.87,77.28,70.26,32.56,27.91,24.42
[28/08/2021 08:00],96.61,85.87,77.28,70.26,32.56,27.91,24.42
[28/08/2021 09:00],96.61,85.87,77.28,70.26,32.56,27.91,24.42
[28/08/2021 10:00],96.61,85.87,77.28,70.26,32.56,27.91,24.42
[28/08/2021 11:00],96.61,85.87,77.28,70.26,32.56,27.91,24.42
[28/08/2021 12:00],96.61,85.87,77.28,70.26,32.56,27.91,24.42
[28/08/2021 13:00],96.61,85.87,77.28,70.26,32.56,27.91,24.42
[28/08/2021 14:00],96.61,85.87,77.28,70.26,32.56,27.91,24.42
[28/08/2021 15:00],96.61,85.87,77.28,70.26,32.56,27.91,24.42
[28/08/2021 16:00],96.61,85.87,77.28,70.26,32.56,27.91,24.42
[28/08/2021 17:00],96.61,85.87,77.28,70.26,32.56,27.91,24.42
[28/08/2021 18:00],96.61,85.87,77.28,70.26,32.56,27.91,24.42
[28/08/2021 19:00],96.61,85.87,77.28,70.26,32.56,27.91,24.42
[28/08/2021 20:00],96.61,85.87,77.28,70.26,32.56,27.91,24.42
[28/08/2021 21:00],96.61,85.87,77.28,70.26,32.56,27.91,24.42
[28/08/2021 22:00],96.61,85.87,77.28,70.26,32.56,27.91,24.42
[28/08/2021 23:00],96.61,85.87,77.28,70.26,32.56,27.91,24.42
[29/08/2021 00:00],96.61,85.87,77.28,70.26,32.56,27.91,24.42
[29/08/2021 01:00],96.61,85.87,77.28,70.26,32.56,27.91,24.42
[29/08/2021 02:00],96.61,85.87,77.28,70.26,32.56,27.91,24.42
[29/08/2021 03:00],96.61,85.87,77.28,70.26,32.56,27.91,24.42
[29/08/2021 04:00],96.61,85.87,77.28,70.26,32.56,27.91,24.42
[29/08/2021 05:00],96.61,85.87,77.28,70.26,32.56,27.91,24.42
[29/08/2021 06:00],96.61,85.87,77.28,70.26,32.56,27.91,24.42
[29/08/2021 07:00],96.61,85.87,77.28,70.26,32.56,27.91,24.42
[29/08/2021 08:00],96.61,85.87,77.28,70.26,32.56,27.91,24.42
[29/08/2021 09:00],96.61,85.87,77.28,70.26,32.56,27.91,24.42
[29/08/2021 10:00],96.61,85.87,77.28,70.26,32.56,27.91,24.42
[29/08/2021 11:00],96.61,85.87,77.28,70.26,32.56,27.91,24.42
[29/08/2021 12:00],96.61,85.87,77.28,70.26,32.56,27.91,24.42
[29/08/2021 13:00],96.61,85.87,77.28,70.26,32.56,27.91,24.42
[29/08/2021 14:00],96.61,85.87,77.28,70.26,32.56,27.91,24.42
[29/08/2021 15:00],96.61,85.87,77.28,70.26,32.56,27.91,24.42
[29/08/2021 16:00],96.61,85.87,77.28,70.26,32.56,27.91,24.42
[29/08/2021 17:00],96.61,85.87,77.28,70.26,32.56,27.91,24.42
[29/08/2021 18:00],96.61,85.87,77.28,70.26,32.56,27.91,24.42
[29/08/2021 19:00],96.61,85.87,77.28,70.26,32.56,27.91,24.42
[29/08/2021 20:00],96.61,85.87,77.28,70.26,32.56,27.91,24.42
[29/08/2021 21:00],96.61,85.87,77.28,70.26,32.56,27.91,24.42
[29/08/2021 22:00],96.61,85.87,77.28,70.26,32.56,27.91,24.42
[29/08/2021 23:00],96.61,85.87,77.28,70.26,32.56,27.91,24.42
[30/08/2021 00:00],96.56,85.83,77.25,70.23,32.56,27.91,24.42
[30/08/2021 01:00],96.56,85.83,77.25,70.23,32.56,27.91,24.42
[30/08/2021 02:00],96.56,85.83,77.25,70.23,32.56,27.91,24.42
[30/08/2021 03:00],96.56,85.83,77.25,70.23,32.56,27.91,24.42
[30/08/2021 04:00],96.56,85.83,77.25,70.23,32.56,27.91,24.42
[30/08/2021 05:00],96.56,85.83,77.25,70.23,32.56,27.91,24.42
[30/08/2021 06:00],96.56,85.83,77.25,70.23,32.56,27.91,24.42
[30/08/2021 07:00],96.56,85.83,77.25,70.23,32.56,27.91,24.42
[30/08/2021 08:00],96.56,85.83,77.25,70.23,32.56,27.91,24.42
[30/08/2021 09:00],96.56,85.83,77.25,70.23,32.56,27.91,24.42
[30/08/2021 10:00],96.56,85.83,77.25,70.23,32.56,27.91,24.42
[30/08/2021 11:00],96.56,85.83,77.25,70.23,32.56,27.91,24.42
[30/08/2021 12:00],96.56,85.83,77.25,70.23,32.56,27.91,24.42
[30/08/2021 13:00],96.56,85.83,77.25,70.23,32.56,27.91,24.42
[30/08/2021 14:00],96.56,85.83,77.25,70.23,32.56,27.91,24.42
[30/08/2021 15:00],96.56,85.83,77.25,70.23,32.56,27.91,24.42
[30/08/2021 16:00],96.56,85.83,77.25,70.23,32.56,27.91,24.42
[30/08/2021 17:00],96.56,85.83,77.25,70.23,32.56,27.91,24.42
[30/08/2021 18:00],96.56,85.83,77.25,70.23,32.56,27.91,24.42
[30/08/2021 19:00],96.56,85.83,77.25,70.23,32.56,27.91,24.42
[30/08/2021 20:00],96.56,85.83,77.25,70.23,32.56,27.91,24.42
[30/08/2021 21:00],96.56,85.83,77.25,70.23,32.56,27.91,24.42
[30/08/2021 22:00],96.56,85.83,77.25,70.23,32.56,27.91,24.42
[30/08/2021 23:00],96.56,85.83,77.25,70.23,32.56,27.91,24.42
[31/08/2021 00:00],100.02,88.90,80.01,72.74,32.56,27.91,24.42
[31/08/2021 01:00],100.02,88.90,80.01,72.74,32.56,27.91,24.42
[31/08/2021 02:00],100.02,88.90,80.01,72.74,32.56,27.91,24.42
[31/08/2021 03:00],100.02,88.90,80.01,72.74,32.56,27.91,24.42
[31/08/2021 04:00],100.02,88.90,80.01,72.74,32.56,27.91,24.42
[31/08/2021 05:00],100.02,88.90,80.01,72.74,32.56,27.91,24.42
[31/08/2021 06:00],100.02,88.90,80.01,72.74,32.56,27.91,24.42
[31/08/2021 07:00],100.02,88.90,80.01,72.74,32.56,27.91,24.42
[31/08/2021 08:00],100.02,88.90,80.01,72.74,32.56,27.91,24.42
[31/08/2021 09:00],100.02,88.90,80.01,72.74,32.56,27.91,24.42
[31/08/2021 10:00],100.02,88.90,80.01,72.74,32.56,27.91,24.42
[31/08/2021 11:00],100.02,88.90,80.01,72.74,32.56,27.91,24.42
[31/08/2021 12:00],100.02,88.90,80.01,72.74,32.56,27.91,24.42
[31/08/2021 13:00],100.02,88.90,80.01,72.74,32.56,27.91,24.42
[31/08/2021 14:00],100.02,88.90,80.01,72.74,32.56,27.91,24.42
[31/08/2021 15:00],100.02,88.90,80.01,72.74,32.56,27.91,24.42
[31/08/2021 16:00],100.02,88.90,80.01,72.74,32.56,27.91,24.42
[31/08/2021 17:00],100.02,88.90,80.01,72.74,32.56,27.91,24.42
[31/08/2021 18:00],100.02,88.90,80.01,72.74,32.56,27.91,24.42
[31/08/2021 19:00],100.02,88.90,80.01,72.74,32.56,27.91,24.42
[31/08/2021 20:00],100.02,88.90,80.01,72.74,32.56,27.91,24.42
[31/08/2021 21:00],100.02,88.90,80.01,72.74,32.56,27.91,24.42
[31/08/2021 22:00],100.02,88.90,80.01,72.74,32.56,27.91,24.42
[31/08/2021 23:00],100.02,88.90,80.01,72.74,32.56,27.91,24.42
[01/09/2021 00:00],104.92,93.26,83.94,76.31,32.56,27.91,24.42
[01/09/2021 01:00],104.92,93.26,83.94,76.31,36.27,31.08,27.20
[01/09/2021 02:00],104.92,93.26,83.94,76.31,36.27,31.08,27.20
[01/09/2021 03:00],104.92,93.26,83.94,76.31,36.27,31.08,27.20
[01/09/2021 04:00],104.92,93.26,83.94,76.31,36.27,31.08,27.20
[01/09/2021 05:00],104.92,93.26,83.94,76.31,36.27,31.08,27.20
[01/09/2021 06:00],104.92,93.26,83.94,76.31,36.27,31.08,27.20
[01/09/2021 07:00],104.92,93.26,83.94,76.31,36.27,31.08,27.20
[01/09/2021 08:00],104.92,93.26,83.94,76.31,36.27,31.08,27.20
[01/09/2021 09:00],104.92,93.26,83.94,76.31,36.27,31.08,27.20
[01/09/2021 10:00],104.92,93.26,83.94,76.31,36.27,31.08,27.20
[01/09/2021 11:00],104.92,93.26,83.94,76.31,36.27,31.08,27.20
[01/09/2021 12:00],104.92,93.26,83.94,76.31,36.27,31.08,27.20
